lrta,square-4.track,9400.3,5033.0,11284.8,
lrtak,square-4.track,11985.1,13433.3,7612.3,
lrta,barto-big.track,4601.0,4440.7,5364.2,
lrtak,barto-big.track,5503.9,1483.4,5964.5,
lrta,square-3.track,1566.8,2333.8,112.5,
lrtak,square-3.track,3211.8,1457.7,2644.9,
lrta,barto-small.track,1716.2,1904.8,115.4,
lrtak,barto-small.track,1271.1,1168.9,1273.9,
